,SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP,id,SAMPLE,ROCK
4170,51.33,0.03,28.61,0.09,0.39,4.6,0.05,0.07,0.14,14.42,0.61,0,0.6,0,0.05,0,0.06,0,0,0,3.11,0,JADEITE,PYROXENE,NA,NA,NA
4171,55.04,0.1,27.64,0.23,0.97,10.47,0.07,0.19,0.4,5.48,0.01,0,1,0,0.05,0,0.11,0,0,0,1,0,JADEITE,PYROXENE,NA,NA,NA
4172,53.86,0.17,28.37,0.01,0.98,10.96,0.13,0.04,0.48,5.08,0.12,0,0,0,0,0,0.06,0,0,0,3.39,0,JADEITE,PYROXENE,NA,NA,NA
4173,53.78,0.08,27.79,0.17,0.71,7.03,0.04,0.1,0.3,10.31,0.28,0,1,0,0.05,0,0.07,0,0,0,1.59,0,JADEITE,PYROXENE,NA,NA,NA
4174,53.01,0.11,29.09,0.12,0.7,11.52,0.07,0.05,0.27,4.76,0.49,0,0,0,0.08,0,0.09,0,0,0,2.15,0,JADEITE,PYROXENE,NA,NA,NA
4175,55.5,0.11,27.37,0.24,1,10.11,0.06,0.14,0.43,5.72,0.02,0,0.97,0,0.05,0,0.09,0,0,0,1.12,0,JADEITE,PYROXENE,NA,NA,NA
4176,60.28,0.09,20.81,0.25,1.13,7.87,0.95,0.15,0.41,8.7,0.15,0,0,0,0.04,0,0.06,0,0,0,0.37,0,JADEITE,PYROXENE,NA,NA,NA
4177,54.21,0.01,24.21,0,0.67,2.31,0.79,0.01,0.17,17.19,0.57,0,0.47,0,0.02,0,0.06,0,0,0,1.4,0,JADEITE,PYROXENE,NA,NA,NA
4178,61.33,0.13,20.89,0.38,1.1,10.13,0.92,0.22,0.45,5.56,0.07,0,0,0,0.06,0,0.04,0,0,0,0.47,0,JADEITE,PYROXENE,NA,NA,NA
4179,52.92,0.07,29.09,0.2,0.65,11.61,0.06,0.08,0.2,4.8,0.53,0,0,0,0.1,0,0.1,0,0,0,2.11,0,JADEITE,PYROXENE,NA,NA,NA
4180,57.18,0.05,22.72,0.08,1.14,6.22,0.97,0.05,0.35,11.3,0.19,0,0.35,0,0.02,0,0.09,0,0,0,0.48,0,JADEITE,PYROXENE,NA,NA,NA
4181,49.92,0,28.76,0.01,0.08,0.42,0.01,0.02,0.02,20.2,0.87,0,1,0,0.05,0,0.04,0,0,0,2.77,0,JADEITE,PYROXENE,NA,NA,NA
4182,51.39,0.51,6.33,0.18,0.88,21.6,14.03,3.91,0.01,1.09,0.01,0,0,0,0.07,0,0.1,0,0,0,0.01,0,JADEITE,PYROXENE,NA,NA,NA
4183,52.78,0.07,29.24,0.19,0.6,11.7,0.05,0.07,0.18,4.71,0.6,0,0,0,0.11,0,0.11,0,0,0,1.82,0,JADEITE,PYROXENE,NA,NA,NA
4184,53.46,0.09,28.54,0.2,0.86,11.66,0.11,0.34,0.31,4.72,0,0,1,0,0.05,0,0.15,0,0,0,0.88,0,JADEITE,PYROXENE,NA,NA,NA
4185,53.24,0.12,28.7,0.12,0.88,11.65,0.12,0.26,0.35,4.7,0.05,0,0.62,0,0.03,0,0.13,0,0,0,1.82,0,JADEITE,PYROXENE,NA,NA,NA
4186,57.41,0.02,20.88,0,1.12,3.82,1.36,0.01,0.29,14.8,0.33,0,0.08,0,0,0,0.08,0,0,0,0.37,0,JADEITE,PYROXENE,NA,NA,NA
4187,52.91,0.07,29.1,0.2,0.65,11.62,0.06,0.08,0.2,4.8,0.54,0,0,0,0.1,0,0.1,0,0,0,2.09,0,JADEITE,PYROXENE,NA,NA,NA
4188,54.36,0.15,28.09,0.08,0.98,10.67,0.1,0.07,0.46,5.3,0.08,0,0.34,0,0.02,0,0.07,0,0,0,2.63,0,JADEITE,PYROXENE,NA,NA,NA
4189,52.82,0.08,29.03,0.19,0.73,11.98,0.09,0.28,0.23,4.5,0.23,0,0.68,0,0.07,0,0.15,0,0,0,1.02,0,JADEITE,PYROXENE,NA,NA,NA
4190,53.62,0.16,28.53,0.03,0.95,11.14,0.12,0.09,0.45,4.98,0.1,0,0.15,0,0.01,0,0.07,0,0,0,3.05,0,JADEITE,PYROXENE,NA,NA,NA
4191,52.07,0.19,7.22,0.13,1.31,22.09,14.6,0.99,0.01,1.11,0.01,0,0,0,0.04,0,0.09,0,0,0,0.01,0,JADEITE,PYROXENE,NA,NA,NA
4192,53.35,0.13,28.65,0.09,0.9,11.5,0.12,0.21,0.38,4.78,0.06,0,0.49,0,0.02,0,0.11,0,0,0,2.17,0,JADEITE,PYROXENE,NA,NA,NA
4193,56.71,0.5,14.19,0.33,0.74,14.65,6.07,3.63,0.27,3.66,0.05,0,0,0,0.08,0,0.07,0,0,0,0.27,0,JADEITE,PYROXENE,NA,NA,NA
4194,52.92,0.07,29.09,0.2,0.65,11.61,0.06,0.08,0.2,4.81,0.53,0,0,0,0.1,0,0.1,0,0,0,2.12,0,JADEITE,PYROXENE,NA,NA,NA
4195,53.69,0.16,28.53,0.01,0.95,11.02,0.11,0.04,0.46,5.05,0.15,0,0,0,0.01,0,0.06,0,0,0,3.34,0,JADEITE,PYROXENE,NA,NA,NA
4196,56.83,0.06,23.7,0.12,1.11,7.04,0.78,0.07,0.37,10.11,0.15,0,0.49,0,0.02,0,0.09,0,0,0,0.6,0,JADEITE,PYROXENE,NA,NA,NA
4197,54.52,0.14,27.99,0.1,0.99,10.6,0.09,0.08,0.46,5.35,0.07,0,0.43,0,0.02,0,0.07,0,0,0,2.42,0,JADEITE,PYROXENE,NA,NA,NA
4198,55.53,0.11,27.36,0.24,1,10.1,0.06,0.14,0.43,5.73,0.02,0,0.98,0,0.05,0,0.09,0,0,0,1.09,0,JADEITE,PYROXENE,NA,NA,NA
4199,59.24,0.06,20.53,0.13,1.17,6.11,1.19,0.08,0.36,11.34,0.21,0,0,0,0.02,0,0.07,0,0,0,0.28,0,JADEITE,PYROXENE,NA,NA,NA
4200,52.11,0.04,28.21,0.1,0.44,4.18,0.03,0.07,0.18,14.58,0.54,0,1,0,0.05,0,0.06,0,0,0,2.1,0,JADEITE,PYROXENE,NA,NA,NA
4201,52.92,0.69,6.96,0.02,5.1,17.68,14.19,0,0,2.28,0.02,0,0,0,0.03,0,0.06,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4202,54.52,0.04,9.39,0.45,2.1,18.21,12.36,0.05,0.01,3.94,0.23,0,0,0,0.07,0,0.08,0,0,0,0.03,0,OMPHACITE,PYROXENE,NA,NA,NA
4203,52.31,0.27,7.07,0.57,2.45,21.2,13.8,0.07,0,2.31,0,0,0,0,0.02,0,0.09,0,0,0,0.03,0,OMPHACITE,PYROXENE,NA,NA,NA
4204,52.37,0.55,7.71,0.14,3.31,19.68,14.45,0.07,0.02,1.78,0.05,0,0,0,0.03,0,0.11,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4205,55.23,0.05,2.06,3.22,2.59,19.93,13.92,0.1,0,2.75,0.01,0,0,0,0,0,0.13,0,0,0,0.25,0,OMPHACITE,PYROXENE,NA,NA,NA
4206,53.95,0.22,1.79,2.9,2.21,19.46,16.02,0,0.03,2.45,0.06,0,0,0,0.03,0,0,0,0,0,0.07,0,OMPHACITE,PYROXENE,NA,NA,NA
4207,55.15,0.17,2.94,1.74,2.37,18.12,16.54,0.07,0.04,2.43,0.01,0,0,0,0.05,0,0.11,0,0,0,0.25,0,OMPHACITE,PYROXENE,NA,NA,NA
4208,55.41,0.17,2.94,1.72,2.4,18.27,16.57,0.08,0.04,2.51,0.02,0,0,0,0.05,0,0.11,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4209,55.07,0.2,0.95,4.23,2.43,18.22,15.7,0.03,0,2.85,0.02,0,0,0,0.04,0,0.01,0,0,0,0.35,0,OMPHACITE,PYROXENE,NA,NA,NA
4210,51.8,0.69,7.31,0.15,3.94,18.69,14.76,0.09,0,2.08,0.02,0,0,0,0.05,0,0.17,0,0,0,0.06,0,OMPHACITE,PYROXENE,NA,NA,NA
4211,53.79,0.03,4.4,2.96,2.5,17.52,14.78,0.07,0,3.04,0.03,0,0,0,0.04,0,0.11,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4212,53.62,0.76,6.71,0.38,2.64,19.37,13.82,0.09,0.02,2.91,0.12,0,0,0,0.05,0,0.11,0,0,0,0.25,0,OMPHACITE,PYROXENE,NA,NA,NA
4213,52,1.7,2.9,0,4.3,24.2,15.8,0,0,4,0.02,0,0,0,0,0,0,0,0,0,0.33,0,OMPHACITE,PYROXENE,NA,NA,NA
4214,52.5,0.47,7,1.15,3.07,17.42,15.66,0.27,0.03,2.44,0.03,0,0,0,0.05,0,0.09,0,0,0,0.11,0,OMPHACITE,PYROXENE,NA,NA,NA
4215,53.82,0.36,6.67,1.02,2.42,18.52,14.03,0.04,0,2.96,0.02,0,0,0,0.06,0,0.04,0,0,0,0.11,0,OMPHACITE,PYROXENE,NA,NA,NA
4216,53.62,0.72,6.85,0.41,2.87,18.69,13.85,0.09,0.01,3.13,0,0,0,0,0,0,0.17,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4217,55.62,0.03,2.38,2.98,2.19,17.91,15.81,0.1,0.01,2.61,0.12,0,0,0,0,0,0,0,0,0,0.11,0,OMPHACITE,PYROXENE,NA,NA,NA
4218,53.14,0.12,6.63,1.11,2.82,18.59,14.69,0.03,0.03,2.52,0,0,0,0,0.08,0,0.04,0,0,0,0.25,0,OMPHACITE,PYROXENE,NA,NA,NA
4219,54.15,0.02,5.18,2.39,4,14.6,17.08,0.21,0,2.84,0.01,0,0,0,0.11,0,0.2,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4220,53.69,0.19,5.14,1.23,2.82,19.42,15.57,0.09,0.01,2.48,0.03,0,0,0,0.03,0,0.09,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4221,54.19,0.13,1.88,2.15,2.82,21.32,14.93,0.04,0,2.49,0.05,0,0,0,0.09,0,0,0,0,0,0.06,0,OMPHACITE,PYROXENE,NA,NA,NA
4222,52.93,0.26,4.68,2.84,2.33,18.08,15.17,0.1,0,2.6,0.01,0,0,0,0.03,0,0.17,0,0,0,0.25,0,OMPHACITE,PYROXENE,NA,NA,NA
4223,55.49,0.32,2.38,1.87,2.87,18.02,15.75,0.06,0.01,2.88,0.02,0,0,0,0.04,0,0.06,0,0,0,0.35,0,OMPHACITE,PYROXENE,NA,NA,NA
4224,54.33,0.25,2.3,2.5,2.75,19.87,15.62,0.07,0,2.52,0.02,0,0,0,0.04,0,0.08,0,0,0,0.17,0,OMPHACITE,PYROXENE,NA,NA,NA
4225,54.12,0.06,3.82,1.9,3.04,19.4,15.13,0.19,0,2.47,0,0,0,0,0.03,0,0.04,0,0,0,0.11,0,OMPHACITE,PYROXENE,NA,NA,NA
4226,51.7,1.12,7.85,0.29,2.16,20.78,13.43,0.06,0,2.4,0.03,0,0,0,0.06,0,0.06,0,0,0,0.18,0,OMPHACITE,PYROXENE,NA,NA,NA
4227,52.8,0.24,6.55,1.09,2.51,19.3,14.6,0.08,0,2.38,0.11,0,0,0,0,0,0.01,0,0,0,0.35,0,OMPHACITE,PYROXENE,NA,NA,NA
4228,53.81,0.31,2.96,2.46,2.73,18.05,15.08,0.03,0.01,3.26,0.02,0,0,0,0.04,0,0.17,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4229,55.23,0.05,3.08,2.54,2.14,18.16,15.64,0.1,0,2.76,0.01,0,0,0,0,0,0.17,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4230,54.07,0.13,3.7,3.26,2.35,17.2,14.91,0.07,0,3.36,0.04,0,0,0,0.04,0,0.04,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4231,55.1,0.14,8.25,0.14,1.24,20.2,13.3,0.04,0.04,2.33,0.04,0,0,0,0.12,0,0.08,0,0,0,0.11,0,OMPHACITE,PYROXENE,NA,NA,NA
4232,54.3,0.46,1.79,2.9,3.12,18.9,15.3,0.1,0.02,2.46,0.02,0,0,0,0.06,0,0.11,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4233,52.4,0.47,5.62,0.01,10.33,19.14,10.44,0.2,0,2.72,0.03,0,0,0,0.04,0,0.01,0,0,0,0.17,0,OMPHACITE,PYROXENE,NA,NA,NA
4234,54.26,0.01,5.1,0.08,2.87,20.43,14.3,0.01,0.01,2.45,0.04,0,0,0,0.14,0,0.06,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4235,53.48,0.19,5.01,1.81,3.08,17.86,15.9,0.08,0.01,2.5,0,0,0,0,0.05,0,0.18,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4236,52.32,0.39,7.3,0.93,3.47,17.97,14.78,0.13,0.02,2.48,0.15,0,0,0,0.04,0,0.08,0,0,0,0.1,0,OMPHACITE,PYROXENE,NA,NA,NA
4237,55.15,0.16,2.4,2.56,2.52,18.45,16.06,0.04,0.02,2.73,0,0,0,0,0.03,0,0.09,0,0,0,0.25,0,OMPHACITE,PYROXENE,NA,NA,NA
4238,53.37,1.04,5.12,0.01,7.83,15.68,14.24,0.14,0.02,2.59,0.03,0,0,0,0.01,0,0.09,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4239,54.88,0.12,2.76,4.67,2.02,16.93,14.46,0,0.01,3.76,0,0,0,0,0.07,0,0.04,0,0,0,0.04,0,OMPHACITE,PYROXENE,NA,NA,NA
4240,55.47,0.15,2,3.77,2.57,17.23,15.19,0.12,0,3.34,0.04,0,0,0,0,0,0,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4241,50.87,0.71,8.18,0.38,3.18,19.1,13.73,0.05,0,2.03,0.02,0,0,0,0.02,0,0.11,0,0,0,0.01,0,OMPHACITE,PYROXENE,NA,NA,NA
4242,53.85,0.04,8.02,0.15,3.11,19.38,12.7,0.02,0.01,3.23,0.03,0,0,0,0.13,0,0.11,0,0,0,0.17,0,OMPHACITE,PYROXENE,NA,NA,NA
4243,55.26,0.16,2.93,1.76,2.42,18.25,16.63,0.08,0.04,2.43,0,0,0,0,0.06,0,0.09,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4244,48.77,1.09,8.87,0.37,6.45,18.79,11.07,0.07,0.02,2.55,0.06,0,0,0,0.04,0,0.11,0,0,0,0.35,0,OMPHACITE,PYROXENE,NA,NA,NA
4245,51.47,0.54,7.74,0.64,3.15,19.12,14.4,0.08,0,2.03,0.04,0,0,0,0.04,0,0.11,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4246,52.3,0.79,1.67,0.79,13.6,14,10.8,0.98,0.02,4.86,0.09,0,0,0,0.04,0,0.11,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4247,54.21,0.19,2.38,2.55,2.43,18.44,16.08,0.07,0.01,2.68,0.02,0,0,0,0.05,0,0.17,0,0,0,0.25,0,OMPHACITE,PYROXENE,NA,NA,NA
4248,54.73,0.05,2.31,3.36,2.06,17.2,16.1,0.04,0,2.89,0.02,0,0,0,0.05,0,0.04,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4249,54.18,0.16,2.12,2.96,2.29,18.52,15.44,0.05,0.02,2.65,0,0,0,0,0.05,0,0.01,0,0,0,0.25,0,OMPHACITE,PYROXENE,NA,NA,NA
4250,55.33,0.14,2.69,2.96,2.4,18.05,15.31,0.03,0,2.9,0.05,0,0,0,0.06,0,0.06,0,0,0,0,0,OMPHACITE,PYROXENE,NA,NA,NA
4251,52,0.45,1.02,0,19.07,4.27,21.52,0.51,0.01,0.07,0,0,0,0,0.04,0,0.06,0,0,0,1.09,0,PIGEONITE,PYROXENE,NA,NA,NA
4252,47.75,0.22,0.51,0.07,32.24,5.17,9.93,1.12,0.02,0.06,0.12,0,0,0,0,0,0.06,0,0,0,0.14,0,PIGEONITE,PYROXENE,NA,NA,NA
4253,53.45,0.31,1.26,0.19,11.78,7.88,24.19,0.3,0,0.11,0.71,0,0,0,0.05,0,0,0,0,0,0.9,0,PIGEONITE,PYROXENE,NA,NA,NA
4254,52.06,0.33,0.5,0.01,23.96,4.08,17.89,0.52,0.02,0.1,0.02,0,0,0,0.04,0,0.08,0,0,0,0.78,0,PIGEONITE,PYROXENE,NA,NA,NA
4255,49.25,0.2,0.41,0,34.1,4.71,9.55,0.93,0.01,0.07,0.06,0,0,0,0,0,0.06,0,0,0,1.42,0,PIGEONITE,PYROXENE,NA,NA,NA
4256,52.6,0.37,0.21,0.12,24.57,4.33,17.34,0.45,0.01,1.59,0.29,0,0,0,0.15,0,0.11,0,0,0,0.24,0,PIGEONITE,PYROXENE,NA,NA,NA
4257,53.37,0.41,1.5,0,17.68,1.48,25.09,0.43,0.05,0,0.04,0,0,0,0.01,0,0.08,0,0,0,0.55,0,PIGEONITE,PYROXENE,NA,NA,NA
4258,49.48,0.34,0.84,0,23.3,16.68,7.92,0.74,0.02,0.19,0.22,0,0,0,0,0,0.06,0,0,0,0,0,PIGEONITE,PYROXENE,NA,NA,NA
4259,52.42,0.45,6.56,0.01,15.53,7.26,15.25,0.39,0,1.37,0.03,0,0,0,0,0,0,0,0,0,0.61,0,PIGEONITE,PYROXENE,NA,NA,NA
4260,51.26,0.16,0.44,0,30.07,3.89,13.73,0.88,0.02,0.06,0.23,0,0,0,0.01,0,0.06,0,0,0,1.65,0,PIGEONITE,PYROXENE,NA,NA,NA
4261,47.61,0.2,0.44,0,34.23,5.8,9.16,1.01,0.03,0.14,0.01,0,0,0,0,0,0.17,0,0,0,1.38,0,PIGEONITE,PYROXENE,NA,NA,NA
4262,52.37,0.32,3.23,0.09,22.45,5.44,14.06,0.84,0,0.81,0.09,0,0,0,0.07,0,0,0,0,0,0.2,0,PIGEONITE,PYROXENE,NA,NA,NA
4263,50.59,0.48,0.55,0.04,25.15,3.88,17.47,0.64,0.01,0.12,0.04,0,0,0,0.06,0,0.11,0,0,0,1.04,0,PIGEONITE,PYROXENE,NA,NA,NA
4264,51.08,0.66,2.23,0,19.08,8.23,18.14,0.48,0,0,0.3,0,0,0,0,0,0.11,0,0,0,0.59,0,PIGEONITE,PYROXENE,NA,NA,NA
4265,50.24,0.21,0.43,0,33.08,5.28,9.83,0.93,0.02,0.07,0.12,0,0,0,0,0,0.06,0,0,0,0.45,0,PIGEONITE,PYROXENE,NA,NA,NA
4266,48.3,0.19,0.29,0,37.9,3.99,7.52,1.13,0.04,0.06,0.22,0,0,0,0.03,0,0.08,0,0,0,1.38,0,PIGEONITE,PYROXENE,NA,NA,NA
4267,47.7,0.27,0.46,0.01,35,4.87,9.21,1.19,0.06,0.08,0.27,0,0,0,0,0,0.08,0,0,0,0.48,0,PIGEONITE,PYROXENE,NA,NA,NA
4268,53.45,0.26,0.91,0.04,17.53,1.76,25.25,0.45,0,0.02,0.02,0,0,0,0.06,0,0.11,0,0,0,0.27,0,PIGEONITE,PYROXENE,NA,NA,NA
4269,52.39,0.13,0.53,0,23.83,4.39,18.27,0.68,0.24,0.07,0.03,0,0,0,0.04,0,0.1,0,0,0,0.9,0,PIGEONITE,PYROXENE,NA,NA,NA
4270,54.56,0.16,1.52,0.22,13.66,4.91,25.36,0.37,0.06,0.12,0.09,0,0,0,0.06,0,0.04,0,0,0,0.48,0,PIGEONITE,PYROXENE,NA,NA,NA
4271,49.7,0.25,0.46,0,33.41,5.14,9.49,1.2,0,0.1,0.12,0,0,0,0,0,0.08,0,0,0,2.67,0,PIGEONITE,PYROXENE,NA,NA,NA
4272,49.76,0.92,0.85,0,30.23,5.42,12.15,0.73,0.09,0.16,0.53,0,0,0,0,0,0.06,0,0,0,2.8,0,PIGEONITE,PYROXENE,NA,NA,NA
4273,51.05,0.08,0.87,0,26.65,4.34,15.83,0.62,0.01,0.06,0.02,0,0,0,0.05,0,0.11,0,0,0,2.67,0,PIGEONITE,PYROXENE,NA,NA,NA
4274,50.7,0.36,1.37,0,33.5,6.31,5.7,0.62,0.15,1.66,0.11,0,0,0,0.05,0,0.01,0,0,0,3.58,0,PIGEONITE,PYROXENE,NA,NA,NA
4275,49.98,0.2,0.51,0,30.3,4.56,12.34,1.32,0.01,0.13,0.22,0,0,0,0,0,0.13,0,0,0,1.5,0,PIGEONITE,PYROXENE,NA,NA,NA
4276,54.52,0.22,1.01,0.07,15.57,1.99,26.47,0.36,0.1,0.06,0.05,0,0,0,0.02,0,0.01,0,0,0,0.77,0,PIGEONITE,PYROXENE,NA,NA,NA
4277,52.64,0.48,0.81,0,19.12,4.91,22.08,0.49,0.01,0.1,0.02,0,0,0,0.03,0,0.13,0,0,0,0.73,0,PIGEONITE,PYROXENE,NA,NA,NA
4278,51.44,0.24,0.37,0,29.09,3.98,14.08,0.96,0.01,0.07,0.04,0,0,0,0.01,0,0.01,0,0,0,0,0,PIGEONITE,PYROXENE,NA,NA,NA
4279,52.01,0.47,1.59,0,20.21,3.77,21.48,0.46,0,0,0,0,0,0,0,0,0.11,0,0,0,0.21,0,PIGEONITE,PYROXENE,NA,NA,NA
4280,51.19,0.25,0.39,0,28.56,3.99,13.99,1.02,0,0.06,0.03,0,0,0,0,0,0.04,0,0,0,0.59,0,PIGEONITE,PYROXENE,NA,NA,NA
4281,52.9,0.29,1.09,0,18.6,3.87,22.8,0.46,0,0,0,0,0,0,0,0,0.11,0,0,0,0.2,0,PIGEONITE,PYROXENE,NA,NA,NA
4282,50.17,0.21,0.29,0,33.89,4.5,10.89,1,0,0.1,0.28,0,0,0,0,0,0.08,0,0,0,1.09,0,PIGEONITE,PYROXENE,NA,NA,NA
4283,51.73,0.56,0.2,0.2,26.36,4.46,16.11,0.59,0.1,2.24,0,0,0,0,0.02,0,0.11,0,0,0,0.62,0,PIGEONITE,PYROXENE,NA,NA,NA
4284,51.39,0.3,0.81,0.01,18.45,18.21,10.46,0.61,0,0.26,0,0,0,0,0.02,0,0.04,0,0,0,0.01,0,PIGEONITE,PYROXENE,NA,NA,NA
4285,49.57,0.2,0.35,0,35.18,4.33,9.94,0.99,0.01,0.07,0.11,0,0,0,0.05,0,0.08,0,0,0,1.4,0,PIGEONITE,PYROXENE,NA,NA,NA
4286,52.66,0.38,1.19,0,23.44,3.94,18.47,0.84,0.01,0.04,0.04,0,0,0,0.04,0,0.06,0,0,0,0.38,0,PIGEONITE,PYROXENE,NA,NA,NA
4287,49.87,1.05,1.56,0.01,17.42,6.35,12.2,0.42,0.01,0.23,0.02,0,0,0,0.01,0,0.01,0,0,0,0.45,0,PIGEONITE,PYROXENE,NA,NA,NA
4288,52.61,0.56,0.09,0.1,23.19,4.3,18.48,0.66,0.03,0.01,0.02,0,0,0,0.03,0,0.17,0,0,0,0.87,0,PIGEONITE,PYROXENE,NA,NA,NA
4289,50,0.3,0.54,0,32.48,5.34,10.41,1.13,0,0.07,0.13,0,0,0,0.03,0,0.01,0,0,0,0.54,0,PIGEONITE,PYROXENE,NA,NA,NA
4290,50.71,0.23,0.4,0,33.53,4.75,9.86,0.94,0,0.08,0.89,0,0,0,0,0,0.06,0,0,0,0,0,PIGEONITE,PYROXENE,NA,NA,NA
4291,50.63,0.38,0.66,0.01,19.09,1.59,26.52,0.8,0.02,0.05,0.08,0,0,0,0.06,0,0.01,0,0,0,0.49,0,PIGEONITE,PYROXENE,NA,NA,NA
4292,50.7,0.29,0.78,0,21.6,4.16,19.8,0.82,0.01,0.04,0.63,0,0,0,0.02,0,0.13,0,0,0,0,0,PIGEONITE,PYROXENE,NA,NA,NA
4293,53.75,0.48,0.85,0.01,14.21,4.86,24.75,0.4,0.02,0.1,0.06,0,0,0,0.01,0,0.09,0,0,0,1.5,0,PIGEONITE,PYROXENE,NA,NA,NA
4294,49.4,0.2,1.6,0,24.7,3.2,18.1,1.5,0.1,1.3,0.08,0,0,0,0.04,0,0.11,0,0,0,0.84,0,PIGEONITE,PYROXENE,NA,NA,NA
4295,53.84,0.25,0.6,0.16,15.86,3.59,25.35,0.32,0,0.04,0.06,0,0,0,0.06,0,0,0,0,0,0.73,0,PIGEONITE,PYROXENE,NA,NA,NA
4296,52.6,0,0.61,0.2,25.24,4.49,17.79,0.62,0,0.16,0.14,0,0,0,0,0,0,0,0,0,0.54,0,PIGEONITE,PYROXENE,NA,NA,NA
4297,51.51,0.17,0.34,0,29.12,3.96,14.09,0.96,0,0.04,0,0,0,0,0,0,0.06,0,0,0,0,0,PIGEONITE,PYROXENE,NA,NA,NA
4298,54.6,0.37,2.36,0.35,10.8,5.22,26.6,0.17,0.02,0,0.05,0,0,0,0.08,0,0.08,0,0,0,0.61,0,PIGEONITE,PYROXENE,NA,NA,NA
4299,52.77,0.1,0.78,0.04,18.92,4.48,21.52,0.25,0.01,0.04,0.03,0,0,0,0.08,0,0.04,0,0,0,0.2,0,PIGEONITE,PYROXENE,NA,NA,NA
4300,49.85,1.54,4.43,0.29,5.16,3.33,15.12,0.09,0,0.33,0.14,0,0,0,0.03,0,0.01,0,0,0,0.12,0,PIGEONITE,PYROXENE,NA,NA,NA
4301,49.18,2.65,5.05,0.14,7.41,22.73,12.68,0.11,0.01,0.45,0.03,0,0,0,0,0,0,0,0,0,0,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4302,45.63,1.54,7.72,0.02,11.28,22.89,9.8,0.29,0.09,0.62,0,0,0,0,0.03,0,0,0,0,0,0.03,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4303,47,2.4,4.7,0.38,7.14,22.8,14.7,0.2,0,0.4,0.05,0,0,0,0,0,0.01,0,0,0,0.02,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4304,46.6,1.51,5.19,0.01,13.3,21.31,8.58,0.42,0,1.56,0.05,0,0,0,0,0,0,0,0,0,0.03,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4305,43.68,3.79,9.72,0.05,7.17,22.21,11.6,0.13,0,0.55,0.04,0,0,0,0.02,0,0,0,0,0,0.03,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4306,48.86,1.54,4.15,0.03,7.29,23.89,13.55,0.15,0,0.44,0.11,0,0,0,0,0,0,0,0,0,0,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4307,49.5,0.91,5.41,0.26,5.42,22.4,14.7,0.1,0.01,0.47,0.01,0,0,0,0,0,0.11,0,0,0,0.01,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4308,45.32,3.89,7.63,0.07,7.94,22.98,12.08,0.09,0.02,0.72,0.03,0,0,0,0.03,0,0,0,0,0,0.02,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4309,48.65,2.45,4.12,0,7.02,22.72,13.85,0.14,0.01,0.44,0,0,0,0,0.01,0,0,0,0,0,0.06,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4310,43.6,1.29,9.17,0,7.4,23.1,11,0,0.01,0.3,0.08,0,0,0,0.07,0,0.06,0,0,0,0.03,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4311,47.64,1.34,7.52,0,6.79,20.92,12.74,0.11,0.01,0.92,0,0,0,0,0.02,0,0.08,0,0,0,0.04,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4312,51.5,0.92,3.03,0,7.61,23.28,14.21,0,0.02,0.46,0.05,0,0,0,0,0,0,0,0,0,0,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
4313,47.85,1.62,4.82,0.48,5.78,22.23,15.38,0.12,0.01,0.39,0.08,0,0,0,0.05,0,0.08,0,0,0,0,0,TITAN-AUGITE,PYROXENE,NA,NA,NA
